"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
9.224717354E0	1.243676618E-2	8.518129587E-3	6.181907654E-2	6.363041654E-2
9.234717554E0	-4.209492356E-3	8.046418428E-3	7.140445709E-2	7.197958855E-2
9.244717554E0	2.453910559E-2	8.055686951E-3	7.379913330E-2	7.818806732E-2
9.254717554E0	-9.312823415E-3	3.678351641E-4	6.901836395E-2	6.964480272E-2
9.264717554E0	-4.630636424E-3	1.190747321E-2	7.860279083E-2	7.963434836E-2
9.274717554E0	9.587310255E-3	-4.906803370E-3	5.226612091E-2	5.336422615E-2
9.284717354E0	7.211323828E-3	-2.503141761E-3	5.466079712E-2	5.519122803E-2
9.294717354E0	-9.565565735E-3	2.630621195E-2	5.944728851E-2	6.570766277E-2
9.304717354E0	-7.197037339E-3	-9.598270059E-3	6.902408600E-2	7.005889367E-2
9.314717354E0	2.336867154E-3	-2.460092306E-3	4.268741608E-2	4.282205616E-2
9.324717354E0	-9.608335793E-3	2.407878637E-3	5.944633484E-2	6.026594994E-2
9.334717554E0	-1.442180574E-2	-7.160112262E-3	8.817672729E-2	8.963476404E-2
9.344717554E0	-2.864003181E-5	-1.200048625E-2	5.226421356E-2	5.362425300E-2
9.354717554E0	6.545335054E-6	-1.198229194E-2	5.226421356E-2	5.362017701E-2
9.364717554E0	1.005297154E-2	2.715438604E-3	5.226039886E-2	5.328775782E-2
9.374717754E0	1.269443706E-2	-8.795291185E-3	5.704212189E-2	5.909576591E-2
9.384717754E0	1.027241349E-2	5.710020661E-3	5.703926086E-2	5.823748016E-2
9.394717754E0	5.457777530E-3	-8.646696806E-3	6.422138214E-2	6.503029006E-2
9.404717754E0	5.484752357E-3	1.058678329E-2	8.337497711E-2	8.422321115E-2
9.414717754E0	1.987791434E-2	-8.618772030E-3	5.703830719E-2	6.101461462E-2
9.424717554E0	9.606167674E-3	-1.082231104E-2	7.618522644E-2	7.754733781E-2
9.434717554E0	9.162999690E-3	-9.457916021E-4	4.744720459E-2	4.833313882E-2
9.444717554E0	-5.670249462E-3	-6.810575724E-4	5.701732635E-2	5.730262710E-2
9.454717554E0	-3.363844007E-3	-1.735395193E-2	6.898689270E-2	7.121563353E-2
9.464717554E0	-1.555242389E-2	-9.753972292E-3	5.461311340E-2	5.761605696E-2
9.474717554E0	-1.552477106E-2	3.235042095E-4	6.657505035E-2	6.836198140E-2
9.484717754E0	-1.525975391E-2	1.515816152E-2	5.938625336E-2	6.316135716E-2
9.494717754E0	4.435669631E-3	-1.342293620E-2	6.177997589E-2	6.337677652E-2
9.504717754E0	2.366813645E-2	9.612739086E-4	6.417465210E-2	6.840680304E-2
9.514717754E0	-1.233125478E-2	2.011372149E-2	6.417465210E-2	6.837402730E-2
9.524717754E0	-1.240924746E-2	-1.098543406E-2	6.656742096E-2	6.859949502E-2
9.534717554E0	1.983907074E-3	-1.460596919E-3	5.220317841E-2	5.226127693E-2
9.544717554E0	7.084041834E-3	1.228392124E-3	6.895923615E-2	6.933302853E-2
9.554717754E0	-1.681391895E-2	-1.164928079E-3	7.374763489E-2	7.564904877E-2
9.564717754E0	-4.824750125E-3	6.026953459E-3	4.262256622E-2	4.331611170E-2
9.574717754E0	5.986541510E-5	-1.127794385E-3	5.219936371E-2	5.221157990E-2
9.584717754E0	7.145930082E-3	8.465081453E-3	6.416988373E-2	6.511909012E-2
9.594717754E0	-1.198951900E-2	1.291751862E-3	5.698680878E-2	5.824872156E-2
9.604717754E0	-4.647430032E-3	-8.334860206E-3	6.896018982E-2	6.961735617E-2
9.614717754E0	-1.180209592E-2	1.794938743E-2	6.896114349E-2	7.222955966E-2
9.624717954E0	-6.545051932E-3	-3.774568439E-3	4.741859436E-2	4.801674877E-2
9.634717954E0	-6.649702787E-3	1.091390848E-3	5.938816071E-2	5.976925057E-2
9.644717954E0	-1.087560132E-2	-1.319482923E-3	4.502582550E-2	4.633945081E-2
9.654717954E0	1.053042710E-3	1.060716808E-2	4.263210297E-2	4.394447766E-2
9.664717954E0	-8.015260100E-4	7.985234261E-3	7.615661621E-2	7.657830373E-2
9.674717954E0	-1.519241929E-2	5.599573255E-3	5.939865112E-2	6.156593685E-2
9.684717954E0	1.541312784E-3	-1.593969762E-2	8.094501495E-2	8.251390823E-2
9.694717954E0	-8.173286915E-4	-1.556143165E-3	5.700302124E-2	5.703011519E-2
9.704717954E0	1.157435402E-2	9.683519602E-4	7.376289368E-2	7.467173401E-2
9.714717954E0	2.093784511E-3	3.390580416E-3	5.460929871E-2	5.475450186E-2
9.724717954E0	-2.737693489E-3	-1.815772057E-2	5.700302124E-2	5.988774676E-2
9.734718187E0	-7.551055402E-3	-3.827810287E-3	5.939769745E-2	5.999797523E-2
9.744718187E0	-2.455323935E-3	-5.664229393E-3	5.460166931E-2	5.494956234E-2
9.754718187E0	-9.609986097E-3	1.583161950E-2	6.417942047E-2	6.679812887E-2
9.764718187E0	2.965033054E-3	6.414353848E-3	5.220794678E-2	5.268401146E-2
9.774718187E0	1.023648679E-2	1.627743244E-3	6.418037415E-2	6.501196532E-2
9.784717987E0	5.544889718E-3	4.050076008E-3	6.896877289E-2	6.930974355E-2
9.794717987E0	-1.173558831E-2	-8.192509413E-3	6.897068024E-2	7.044001686E-2
9.804717987E0	-1.830738038E-3	6.564632058E-3	7.614803314E-2	7.645239661E-2
9.814717987E0	7.727269083E-3	2.105250955E-2	7.614612579E-2	7.937979163E-2
9.824717987E0	1.494542882E-2	-5.265340209E-3	6.417560577E-2	6.610293508E-2
9.834717987E0	5.263239145E-3	6.783187389E-3	5.698966980E-2	5.763276656E-2
9.844717987E0	4.573017359E-4	-7.503077388E-3	5.938339233E-2	5.985726840E-2
9.854717787E0	7.658489048E-3	1.644849777E-2	7.374858856E-2	7.594774420E-2
9.864717787E0	2.844385803E-3	6.880268455E-3	7.853603363E-2	7.888813094E-2
9.874717987E0	-1.387947425E-2	2.126380801E-2	6.417083740E-2	6.901221421E-2
9.884717987E0	-1.942832023E-3	9.318888187E-3	5.219936371E-2	5.306024731E-2
9.894717987E0	-9.087130427E-3	-3.710389137E-4	5.938434601E-2	6.007673560E-2
9.904717987E0	-1.378594339E-2	-9.989753366E-3	5.220317841E-2	5.490919088E-2
9.914717987E0	-1.382085681E-2	-3.430545330E-4	7.135486603E-2	7.268184557E-2
9.924717787E0	-2.102859318E-2	-1.234932244E-2	5.938434601E-2	6.419663579E-2
9.934717587E0	2.262949944E-2	6.787553430E-3	6.178092957E-2	6.614414853E-2
9.944717587E0	1.056548208E-3	2.007797360E-3	6.178092957E-2	6.182257518E-2
9.954717587E0	-3.716055304E-3	2.130225301E-2	5.938529968E-2	6.319975371E-2
9.964717587E0	1.316355541E-2	-5.391478539E-3	5.699729919E-2	5.874554747E-2
9.974717387E0	-3.755599260E-3	1.420259476E-3	5.939769745E-2	5.953325226E-2
9.984717587E0	8.233018219E-3	-8.147329092E-3	7.855129242E-2	7.940067444E-2
9.994717587E0	-1.327928156E-2	-1.291757822E-2	5.939674377E-2	6.221877785E-2
1.000471759E1	2.021500468E-2	6.201058626E-3	7.615661621E-2	7.903752106E-2
1.001471759E1	-1.429527998E-3	1.344364882E-2	5.221366882E-2	5.393553982E-2
1.002471759E1	-3.919336945E-3	-9.053051472E-4	5.700016022E-2	5.714192020E-2
1.003471735E1	5.693025887E-3	-2.243472636E-2	6.418323517E-2	6.822913723E-2
1.004471735E1	-3.911655396E-3	-7.468163967E-4	6.418132782E-2	6.430475584E-2
1.005471735E1	-3.876280040E-3	-7.284432650E-4	7.136344910E-2	7.147235860E-2
1.006471735E1	1.297100633E-2	4.061385989E-3	5.220985413E-2	5.395007627E-2
1.007471735E1	3.358718008E-3	-1.023404300E-2	5.939197540E-2	6.036077671E-2
1.008471735E1	-8.873596787E-3	9.380370378E-3	5.938243866E-2	6.077010852E-2
1.009471735E1	5.526248366E-3	-7.316797972E-3	7.853507996E-2	7.906853823E-2
1.010471735E1	3.098241985E-3	4.680335522E-3	6.177425385E-2	6.202872788E-2
1.011471735E1	7.924921811E-4	-1.063793898E-4	6.895828247E-2	6.896291816E-2
1.012471755E1	6.067370996E-2	2.630975842E-2	-5.942363739E-1	5.979049845E-1
1.013471755E1	2.834635228E-2	-1.034712270E-1	2.104030609E0	2.106764015E0
1.014471755E1	-2.145581692E-2	-1.305472851E-2	3.273954391E-1	3.283573535E-1
1.015471755E1	3.373526037E-2	-1.432313025E-2	2.292156219E-1	2.321271660E-1
1.016471755E1	-7.457664609E-2	1.226708293E-2	-7.724952698E-2	1.080724150E-1
1.017471735E1	5.670766905E-2	3.144060075E-2	-2.950849533E-1	3.021248099E-1
1.018471735E1	-3.941275924E-2	2.978862822E-2	-5.804634094E-2	7.622404909E-2
